DEFAULT,yrsaddrs,age,crcdebt,yremploy,income,mrtgebal,BranchID,ncustbrch,CustID,Education,ATMpcent,onlinefreq,othdebt,carvalue
Yes,6,26,8.882381937,5,37.37665807,328,105,10744,1239,undergrad degree,17.61492223,4.61089611,7.589754086,9.70133538
No,10,57,9.553025961,27,59.56969957,116,105,10744,1240,high school,21.55110382,4.132325557,5.317035964,29.1800285
Yes,6,46,0.239793252,10,35.95540185,194,105,10744,1241,some college,89.95428983,4.435886691,0,27.33770175
No,9,34,0.455146305,10,46.79487059,210,105,10744,1242,undergrad degree,33.33922554,0.356340585,2.12584197,19.04758203
No,13,33,0.876813422,12,64.2017443,389,105,10744,1243,some college,50.93718596,13.31241403,0,4.489916424
No,6,56,0.717604422,26,57.91415789,231,105,10744,1244,high school,37.55661797,5.423758297,2.069191851,16.12480929
Yes,7,31,2.337721782,7,67.09495907,458,105,10744,1245,undergrad degree,36.10648556,7.60717528,1.941087123,17.50865767
Yes,9,41,1.96429923,11,49.52269069,313,105,10744,1246,high school,26.12041288,6.321614155,0,19.52395895
Yes,4,30,1.126439663,4,30.72919282,355,105,10744,1247,some college,38.22050475,10.14549158,4.145937473,15.02162047
No,4,54,2.330780675,11,44.37231127,123,105,10744,1248,some college,40.29324403,10.97050197,0,19.5147893
No,0,80,3.727624138,13,30.05469333,257,105,10744,1249,postgrad degree,57.62995016,4.95892459,7.446885944,19.91646437
No,8,28,1.871967137,7,64.15065402,268,106,5481,1250,some college,71.89195386,3.934688943,5.791874004,36.56804264
No,13,35,2.086360509,13,82.09757195,323,106,5481,1251,some college,35.74499784,4.638785025,6.483660901,4.894511335
Yes,0,21,0.040844459,0,87.26832095,589,106,5481,1252,some college,49.81782118,4.702119242,2.291689442,34.05386161
Yes,8,39,1.730917342,10,55.40681327,541,106,5481,1253,postgrad degree,35.78324093,5.6702885,6.603284772,26.37785362
No,10,26,0.619620595,8,49.82833381,655,106,5481,1254,some college,18.51183464,5.872413581,0.596806075,26.33503446
Yes,2,52,2.11936821,8,29.27004316,296,106,5481,1255,postgrad degree,64.54231338,2.795561217,0,32.76426566
No,12,37,1.567265037,13,83.12082392,413,106,5481,1256,some college,60.7665097,4.836533458,0,11.4098889
Yes,9,27,1.910776705,8,68.87990406,368,106,5481,1257,some college,43.05453827,4.65518779,2.405792695,18.38532293
Yes,3,25,3.076475877,2,24.16745562,388,106,5481,1258,some college,63.39314212,12.37727736,7.233611387,18.62528899
No,14,34,4.984397268,13,75.80513387,180,106,5481,1259,postgrad degree,19.38966602,3.009043327,6.521365756,29.12824775
No,11,34,1.412415754,11,51.88973092,1203,106,5481,1260,some college,34.6948193,3.449623055,0,28.88495302
Yes,0,24,3.17315621,0,72.44821906,426,106,5481,1261,some college,40.92819638,2.120539277,8.037390346,23.65687103
Yes,9,31,0.625357343,9,79.84525605,484,106,5481,1262,undergrad degree,37.22899852,5.344559251,3.598839631,13.72594366
No,12,28,1.490168884,11,115.2272261,435,106,5481,1263,some college,26.48557492,3.216839392,0,21.9990656
No,4,31,2.19449823,4,38.47077218,262,106,5481,1264,some college,20.66857814,4.576138128,4.878787202,16.53306334
No,6,36,2.92478701,8,38.76900832,70,106,5481,1265,some college,50.18256552,1.2994707,6.09310942,29.42591163
No,6,34,2.314935378,7,40.63956882,236,106,5481,1266,postgrad degree,65.94101106,11.76161832,0,32.5856232
Yes,1,61,4.809305869,15,42.93979028,214,106,5481,1267,some college,32.64624481,8.893909504,9.34693741,20.88269335
No,10,41,0.85195334,13,83.06679811,504,106,5481,1268,some college,51.82310627,3.796650355,0,16.70656316
No,9,39,1.222842864,11,63.32350238,336,106,5481,1269,high school,17.62632951,4.517800265,4.165507324,25.83829728
No,12,48,0.532377471,16,59.8068114,174,106,5481,1270,undergrad degree,35.50189834,14.57452145,5.370627449,23.13420878
No,11,46,1.092821124,14,67.45209328,193,106,5481,1271,some college,32.15926173,2.746095671,2.275945148,28.20089515
No,12,72,1.843166994,22,103.408723,57,106,5481,1272,some college,65.0192211,6.779961139,4.462071819,6.235589936
No,11,27,2.190486955,9,49.03903908,213,106,5481,1273,some college,36.40998039,6.305149608,2.423142656,6.095532745
No,11,38,1.179837309,12,76.17894937,197,106,5481,1274,some college,45.52076692,4.301534497,4.249457376,34.97491073
No,13,36,2.172054229,13,100.0891803,416,106,5481,1275,some college,66.38623875,1.189733478,6.771975442,23.87915904
No,7,28,5.664303229,6,373.3383295,394,106,5481,1276,some college,26.89917865,4.016703738,6.721289007,19.96105455
No,12,40,3.747287878,13,50.68370089,119,106,5481,1277,some college,38.39319897,5.999650545,4.706768418,15.38948016
No,11,52,4.800309003,16,66.15563914,347,106,5481,1278,postgrad degree,43.18257918,6.431440069,5.468654522,22.34822602
Yes,6,26,0.561875711,5,37.15258181,304,106,5481,1279,high school incomplete,50.51210551,2.325323589,3.345090424,16.39561478
No,12,39,0.432879642,13,53.54808711,181,106,5481,1280,some college,52.16717328,3.180322627,0,30.17613465
No,10,58,8.190811097,27,135.4518229,160,106,5481,1281,high school,72.56000257,5.026419739,9.213328853,26.65286781
No,12,28,1.568562862,11,71.26227109,365,106,5481,1282,some college,46.19429984,0.247330433,4.795407354,8.428244576
No,9,40,1.132874687,11,55.09383709,391,106,5481,1283,high school,32.73480462,0.406841838,1.625096193,7.291692588
No,11,28,1.737426879,9,87.77656618,166,106,5481,1284,some college,45.26559208,1.027775064,6.713321829,22.21967801
No,8,60,1.860015784,22,52.93396172,465,106,5481,1285,high school,42.93414947,13.19265701,6.248340107,24.93534125
Yes,6,29,1.070918954,6,87.62509505,180,106,5481,1286,high school,51.00842669,2.422699814,1.625096193,17.2636044
No,8,29,1.840066893,7,78.5218052,855,106,5481,1287,undergrad degree,29.62908602,3.477375762,6.713321829,13.25723466
No,12,31,5.332832231,11,70.66522385,529,106,5481,1288,undergrad degree,42.77237874,5.582950211,0.856404584,22.52896312
No,10,29,1.744094205,9,55.08975749,752,106,5481,1289,high school,48.10615876,1.535991799,0,16.54638351
No,9,58,3.616191147,15,72.44624498,1609,106,5481,1290,undergrad degree,32.53425269,7.143289819,1.2562112,11.90942995
No,2,42,0.968262216,6,33.05922169,152,106,5481,1291,some college,44.24728665,3.089054893,0,26.55701123
Yes,4,27,5.662662002,3,71.64408989,369,106,5481,1292,high school,58.6963657,1.301122869,3.460461002,26.93771677
No,23,50,1.562336458,26,175.9936185,380,106,5481,1293,some college,34.79758789,2.025436891,0,25.42226233
No,11,46,1.726425143,14,54.23617408,453,106,5481,1294,postgrad degree,62.06216017,7.086436173,3.229337909,26.18141466
Yes,6,22,27.60616674,4,39.22375903,649,106,5481,1295,high school,90.17449201,6.989934399,26.39502021,14.44632443
Yes,9,27,4.250784876,8,95.92350309,594,106,5481,1296,high school,25.83376396,5.629733864,7.223355307,16.47640843
No,9,59,2.274090508,24,74.85353399,260,106,5481,1297,high school,72.83609543,6.66823474,6.40108651,9.225176053
No,8,29,0.398877975,7,39.34088176,225,106,5481,1298,undergrad degree,25.96500642,5.693156406,0,20.59114001
Yes,7,41,0.12100567,9,35.1253427,514,106,5481,1299,high school,54.96222362,2.375888744,2.013196127,15.20972068
Yes,3,36,2.588404691,5,114.7464072,315,107,10218,1300,postgrad degree,48.96736806,1.76613544,4.030256055,16.57897584
No,7,46,2.742241525,11,59.08672671,268,107,10218,1301,high school,50.61567008,4.404330172,5.518625151,15.37237434
Yes,7,25,2.805548751,6,88.34150082,413,107,10218,1302,undergrad degree,26.73855293,1.042638541,6.791789477,33.55474806
No,2,48,1.604913556,7,45.05996071,800,107,10218,1303,high school,41.45834463,0.323645681,5.849916936,11.74229229
No,6,27,8.41503984,5,56.4591242,339,107,10218,1304,some college,18.45567365,7.518918866,12.9095426,23.9154505
Yes,2,43,0.806728454,6,26.2829553,585,107,10218,1305,undergrad degree,33.23246254,3.808726038,0.966241481,31.65766016
Yes,3,22,1.944654176,1,61.76504962,812,107,10218,1306,undergrad degree,59.67710233,6.152782512,6.11919425,26.86169617
No,12,35,1.079212741,12,55.41385781,194,107,10218,1307,some college,92.73756427,6.262181062,4.070816572,22.03907919
No,12,28,3.089143377,11,66.04086911,416,107,10218,1308,some college,24.96813512,1.824235553,7.951784302,29.31440995
No,6,42,1.496341244,9,43.92785551,612,107,10218,1309,some college,19.97407867,4.25535379,4.501790603,20.40671571
Yes,11,30,2.806966731,10,49.83634256,276,107,10218,1310,some college,38.75867532,4.895546518,3.584706656,28.53799174
Yes,1,46,4.493449125,6,66.36417048,151,107,10218,1311,some college,27.97209398,1.280211059,5.178259107,34.1210293
No,4,57,2.974674353,11,78.24103818,364,107,10218,1312,some college,39.75041966,14.72027729,1.161855288,22.5673182
Yes,7,31,1.267594901,7,41.10399411,1047,107,10218,1313,undergrad degree,48.41006796,0.049914115,0,18.16075252
No,12,29,1.522549664,10,77.55856941,275,107,10218,1314,high school,41.46562508,6.839409823,3.874904085,12.84747801
Yes,4,34,8.579581664,5,34.16842422,509,107,10218,1315,undergrad degree,58.76495954,4.150539457,11.88996575,25.46744113
No,10,53,0.868004984,16,59.33417851,380,107,10218,1316,postgrad degree,42.54797761,4.254802163,0,18.17890549
No,14,35,0.581980931,14,70.26459086,370,107,10218,1317,postgrad degree,44.68911886,3.966277392,0.171554971,26.23250203
No,12,30,0.69393401,11,55.15046848,171,107,10218,1318,high school,48.42261191,2.883805879,5.206220426,20.23725771
Yes,6,25,1.433167075,5,38.95070147,398,107,10218,1319,undergrad degree,46.11940661,8.457635723,3.173108206,10.2042939
No,12,34,1.11480771,12,76.42235931,351,107,10218,1320,undergrad degree,72.50804133,16.85948473,0,20.16818191
No,5,60,1.068485508,20,37.78072732,193,107,10218,1321,some college,51.16846895,8.873436574,3.034285064,33.92557369
No,3,36,0.287615188,5,28.28089828,279,107,10218,1322,some college,56.45850361,3.595511378,0.49241488,25.37513201
Yes,5,37,5.05104399,7,159.7927182,402,107,10218,1323,some college,66.84533093,14.04159439,5.384728905,19.99925314
Yes,8,27,2.992938332,7,42.40390401,184,107,10218,1324,some college,55.68323083,14.96590887,5.091021289,24.45770389
No,5,30,1.063357673,6,62.42381341,453,107,10218,1325,some college,15.10647212,5.885000274,2.936152021,30.7367686
No,13,36,1.725581768,14,74.43425418,964,107,10218,1326,some college,30.77396517,0.065132234,0,25.43960132
No,13,71,1.09600209,22,72.40576948,353,107,10218,1327,postgrad degree,59.11993285,50.86635701,4.64130385,10.64676267
Yes,4,23,7.627543367,3,65.53202985,722,107,10218,1328,some college,89.79716791,5.742602323,7.614190315,7.436373375
Yes,1,54,1.229788873,8,46.36519356,161,107,10218,1329,some college,17.53126963,4.104470293,1.709525745,13.79630887
No,11,48,1.471727244,14,58.48968335,213,107,10218,1330,some college,45.63718526,5.382113152,3.034285064,18.2084612
No,4,29,0.219396504,4,39.42043683,337,107,10218,1331,postgrad degree,28.07044278,3.023559355,0.49241488,10.34332359
No,16,37,5.979334559,16,95.71676926,239,107,10218,1332,some college,52.4459498,3.572619569,6.115554868,20.75128149
Yes,3,48,2.287619896,8,31.67244962,103,107,10218,1333,some college,76.07735757,10.6253712,1.058851101,34.36221029
No,12,71,4.299480871,21,133.8014852,1859,107,10218,1334,undergrad degree,38.87836984,3.22172382,4.933493437,16.8361212
No,6,39,1.588745535,8,609.9941893,234,107,10218,1335,undergrad degree,78.2036519,7.435962611,0.571795765,5.022094045
Yes,10,26,0.942674575,8,42.60501252,337,107,10218,1336,high school,21.80612454,6.947911019,4.856957231,4.110438371
No,6,37,1.060294898,8,34.83510018,175,107,10218,1337,high school,46.40611783,10.47730847,0,34.21650601
Yes,0,30,2.068757332,1,38.63515719,265,107,10218,1338,high school,19.70343378,8.249455673,6.399659716,33.09303576
No,6,67,1.091567829,16,40.28265144,231,107,10218,1339,undergrad degree,91.16186844,3.222851705,0.492967292,15.27454536
No,23,44,0.249036949,24,123.4601504,571,107,10218,1340,some college,37.01932238,9.821616383,3.327573744,25.43347582
No,7,41,0.928815577,10,57.23229632,533,107,10218,1341,some college,93.55040659,8.127732929,0,20.91318052
No,11,34,1.469898315,11,93.72447712,746,107,10218,1342,high school incomplete,32.90804428,3.73521201,3.796762792,27.95360655
No,9,27,0.27533773,8,234.819469,163,107,10218,1343,high school,30.0047831,2.221330383,0,4.337113514
No,8,32,1.872404366,8,77.91236043,347,107,10218,1344,some college,14.1014948,2.877068542,0.6098082,23.77583945
Yes,6,34,7.033118818,7,46.81940138,283,107,10218,1345,some college,24.31925407,3.785947384,4.290848036,10.08004216
Yes,6,29,2.038941551,6,38.34400922,164,107,10218,1346,undergrad degree,83.93288767,0.60964524,0.668067102,27.69875447
No,10,28,0.933347223,9,68.39943069,734,107,10218,1347,some college,63.62155035,6.424242872,1.421657675,18.79362409
No,11,34,0.89000376,11,112.6943626,502,107,10218,1348,some college,45.45891888,3.343050829,0,28.05204223
Yes,4,25,1.673434464,3,33.73713847,250,107,10218,1349,some college,35.1961119,7.635783141,3.334557882,9.937404882
Yes,11,35,7.742291191,11,105.0045378,1273,108,4954,1350,undergrad degree,30.97957904,7.412491471,5.122667817,24.49133079
Yes,3,24,2.144473393,2,44.50715634,264,108,4954,1351,high school,22.78932203,6.974083716,0,23.76276613
No,13,37,7.03300349,14,61.58718671,122,108,4954,1352,undergrad degree,27.33181331,14.96272567,7.144769218,20.73631487
No,9,55,1.55381658,15,44.97623109,165,108,4954,1353,undergrad degree,57.25931232,3.784721005,3.587326966,17.21254289
Yes,5,27,3.555850263,4,34.79908378,561,108,4954,1354,some college,29.90202557,6.86600234,0.674921803,25.21897371
Yes,4,30,1.661387581,4,50.22977788,345,108,4954,1355,some college,34.7005731,3.635673489,0,28.16030536
No,2,21,1.548429489,0,173.2550317,258,108,4954,1356,high school,53.3782889,7.214137956,0.25539855,3.005919605
No,12,37,0.021372547,12,64.21879591,204,108,4954,1357,some college,24.21335802,6.096018036,0,17.98664443
Yes,1,25,3.423879697,1,23.91797796,467,108,4954,1358,some college,28.39822236,3.68396161,0.998496913,17.59243944
No,11,29,2.425098692,10,48.44919037,218,108,4954,1359,some college,37.76925717,3.977435439,2.583935243,18.3653354
No,1,53,2.727544381,8,45.46992636,178,108,4954,1360,high school,26.76728955,1.9241314,4.290848036,24.44970891
Yes,2,22,2.093529532,1,21.8401174,271,108,4954,1361,undergrad degree,40.09918247,4.040400327,0.668067102,27.63141418
No,7,25,0.411229474,6,61.80403092,609,108,4954,1362,high school,30.81578977,5.499428811,1.421657675,12.72829505
Yes,6,29,22.92045481,6,57.51257945,271,108,4954,1363,undergrad degree,35.84808736,4.115429016,20.69614402,14.88792497
Yes,8,38,4.876730203,10,185.7289192,522,108,4954,1364,some college,35.73465995,8.815086235,0.487280361,21.51342359
Yes,6,33,1.749801609,7,47.23249369,99,108,4954,1365,undergrad degree,29.62080809,1.956286107,3.376473796,20.74380468
Yes,7,27,1.088987035,6,32.10804523,127,108,4954,1366,postgrad degree,22.75834698,2.861261072,0,21.69626531
No,12,29,2.027888973,11,65.27529563,315,108,4954,1367,some college,41.37604567,6.05631531,6.093706716,16.76247209
No,12,47,2.852292915,15,96.09685215,556,108,4954,1368,undergrad degree,34.12324222,6.408751695,0,37.27356893
No,11,38,0.121371267,12,59.26013214,115,108,4954,1369,some college,28.98031722,9.024616366,0,28.46189154
No,4,60,1.197822696,11,32.0475029,334,108,4954,1370,undergrad degree,94.28277082,8.333817552,4.60459668,30.11022567
No,4,46,0.657705735,8,83.53359786,152,108,4954,1371,undergrad degree,71.56491414,6.102055946,1.72684587,15.13882004
No,15,49,2.258234155,19,72.22525868,719,108,4954,1372,some college,45.76127498,0.653555148,0,11.91264137
No,5,41,0.913432162,8,288.2087208,392,108,4954,1373,undergrad degree,26.34481551,8.300543395,3.585628663,25.21034429
No,13,28,0.689091424,11,63.16737895,374,108,4954,1374,some college,42.12993939,4.763962371,0,24.48641999
Yes,1,48,1.559902322,6,23.84911247,269,108,4954,1375,some college,66.35524596,6.014539009,4.866151649,22.57590437
Yes,0,24,2.722593289,0,21.24307466,371,108,4954,1376,high school,64.80356386,5.780176282,4.312983058,18.45062185
No,10,28,0.409204024,9,115.9102131,253,108,4954,1377,high school incomplete,23.89253418,12.47782703,1.934787536,15.14966261
Yes,11,34,7.581472397,11,69.27295236,549,108,4954,1378,some college,24.32469141,6.489292094,4.756894621,25.16108074
Yes,11,32,0.554681946,11,78.44675291,281,108,4954,1379,undergrad degree,53.0576821,5.800313848,2.095470099,16.39745259
Yes,4,25,1.533415548,3,59.47303012,186,108,4954,1380,undergrad degree,50.5787198,0.181775416,2.809106925,23.44137997
Yes,1,27,2.379496689,1,16.15702653,234,108,4954,1381,high school,20.43202548,5.105034066,1.218749957,18.78703265
No,17,40,7.080600812,18,104.7853478,408,108,4954,1382,some college,31.8659343,5.472677529,4.616982316,35.7865329
Yes,7,31,4.438515568,7,42.36651705,257,108,4954,1383,some college,57.65288161,9.669271478,5.780232506,11.22708149
Yes,7,30,0.327426478,7,61.06485707,304,108,4954,1384,postgrad degree,63.71862612,5.321962839,0.979438902,31.29165807
Yes,2,22,1.100466347,1,66.77104757,551,108,4954,1385,some college,34.76108855,11.02918304,5.510952982,21.86572642
No,17,36,2.916803059,17,91.92567692,257,108,4954,1386,postgrad degree,35.59649296,4.562351122,0.000118037,19.10026525
Yes,4,27,2.106482616,3,34.53064846,100,108,4954,1387,undergrad degree,12.32762333,8.288354653,6.153960656,15.72311684
No,8,58,1.603709091,15,63.61184935,350,108,4954,1388,some college,68.51069011,4.064841883,2.654445654,33.54525092
Yes,9,25,0.210643508,7,46.39348354,1178,108,4954,1389,some college,36.8760179,8.187654275,2.071680672,16.24671312
No,10,25,0.528134219,8,66.92072117,103,108,4954,1390,some college,43.14847715,3.266954501,0,14.16653577
Yes,3,25,0.08819079,2,60.44077476,253,108,4954,1391,postgrad degree,26.69678734,2.141540706,0,35.49041464
No,0,58,2.189802275,18,9.118829886,206,108,4954,1392,some college,39.38476393,9.011288915,0.841356974,6.144142139
Yes,7,29,11.13035583,7,44.50820723,927,108,4954,1393,some college,66.65356364,3.798969375,14.82987632,15.7745457
No,3,54,3.869698993,10,37.79756399,323,108,4954,1394,some college,37.45168068,0.032231216,3.309973401,21.41770068
No,12,65,1.385804266,20,182.5456413,579,108,4954,1395,undergrad degree,45.85148132,5.958198907,1.48113906,10.28420487
No,16,34,1.124126433,15,111.0531012,353,108,4954,1396,some college,44.36046683,3.972569663,1.461179237,23.82234509
No,6,24,2.653372068,5,45.35999331,708,108,4954,1397,high school,52.28633245,8.477235782,2.272801357,30.94428742
No,13,28,2.723226281,11,86.70421676,894,108,4954,1398,high school,45.04628593,8.219562175,3.808711589,21.81621138
No,8,57,1.295064737,25,41.02291532,665,108,4954,1399,some college,52.34752047,6.952277006,1.050591381,19.24863016
No,5,26,7.905595691,4,29.41906539,76,109,9691,1400,high school,43.01152811,4.425739149,11.33877133,19.9255597
No,10,30,0.119237242,10,68.86501849,263,109,9691,1401,high school,30.66085241,10.13062871,3.129304295,7.075592764
No,3,57,3.895603888,10,66.56012429,532,109,9691,1402,some college,23.37729015,2.727075407,4.799754487,25.56322694
No,17,36,2.005856232,17,109.6424598,281,109,9691,1403,some college,40.12589023,21.12582396,0,21.07999011
Yes,9,32,1.774968,9,64.35056681,943,109,9691,1404,undergrad degree,65.10366598,2.013571173,0,18.07393709
No,11,28,1.152915676,9,76.41488676,271,109,9691,1405,postgrad degree,23.93724148,6.195176278,5.827068545,10.326751
No,19,49,1.825024371,21,107.2141674,96,109,9691,1406,high school,46.16707676,8.036468181,0,27.39193938
Yes,2,21,1.197981276,1,47.70480527,566,109,9691,1407,some college,52.85882361,4.663889384,5.222340112,34.77763931
Yes,8,49,4.388195813,12,48.86176666,145,109,9691,1408,some college,65.50901987,8.752946885,1.357138593,11.39968624
Yes,3,22,0.610818857,2,62.31465176,511,109,9691,1409,some college,27.32343595,4.667630143,0,27.4028043
No,7,47,1.573451421,11,122.8735102,396,109,9691,1410,some college,75.80818822,4.569424386,0.030558543,22.58575539
Yes,6,24,3.899108045,5,65.68107014,144,109,9691,1411,undergrad degree,22.232641,4.778712766,4.901065563,35.01121677
Yes,7,34,9.618462313,8,30.30839764,929,109,9691,1412,some college,55.01461366,3.543016715,5.705166411,24.68220937
No,8,71,1.130876837,18,129.3721878,512,109,9691,1413,undergrad degree,49.5293318,1.547663103,0,16.90713222
Yes,6,48,8.582461364,10,59.20746443,94,109,9691,1414,high school incomplete,17.84239113,1.847879121,5.746613962,5.769413632
Yes,7,26,4.645665729,6,45.95302979,433,109,9691,1415,undergrad degree,43.44024554,4.540579102,6.663469016,18.65306765
No,7,41,0.117738241,10,89.98624602,462,109,9691,1416,some college,25.72689298,2.250288226,2.000387013,16.72406413
No,13,33,2.446167958,13,122.1449049,355,109,9691,1417,some college,38.54836909,4.9469327,5.250551219,9.239125165
No,2,58,4.96328473,20,124.772673,342,109,9691,1418,high school,59.59765791,3.559423659,0.137027837,17.55359132
No,5,29,2.36783462,5,69.81291001,759,109,9691,1419,some college,60.89193787,12.11353788,0,5.558487935
Yes,11,50,3.373507799,15,74.90248561,449,109,9691,1420,some college,47.58250922,6.301167985,4.233475745,15.06142931
No,10,54,9.349160658,16,48.48251634,601,109,9691,1421,high school,49.40214448,10.212585,13.50646003,11.19614403
No,13,32,1.180630953,12,57.55132037,310,109,9691,1422,postgrad degree,61.66712685,4.433986593,1.103608337,5.410571003
No,13,42,2.117885197,15,63.57464851,139,109,9691,1423,undergrad degree,37.966537,3.818733077,3.575217743,22.51721737
Yes,14,36,3.776639794,14,75.97573837,1162,109,9691,1424,postgrad degree,28.55472966,8.629979604,0,11.16165187
Yes,3,29,3.078340473,4,36.59567985,522,109,9691,1425,high school,25.36584419,11.6797968,7.321203152,24.81711821
No,8,61,3.750673794,16,54.08953542,330,109,9691,1426,some college,73.44701807,2.984622001,1.489419197,19.25369972
No,7,26,1.636921141,6,34.85907407,364,109,9691,1427,high school,21.68604461,8.251561324,0.507766257,20.14872964
Yes,5,31,1.891232501,6,45.67626946,195,109,9691,1428,some college,27.50500976,4.816184201,0.177395502,17.88065664
No,8,47,0.832140186,12,44.26118136,184,109,9691,1429,some college,27.46276967,7.020703912,0.840627411,17.35683438
Yes,6,36,1.740535032,8,38.82552186,311,109,9691,1430,undergrad degree,48.68674145,2.575170445,6.07332394,12.85795495
No,10,45,1.764509,13,71.30373832,496,109,9691,1431,undergrad degree,24.83509477,3.703926389,2.03999442,26.26250165
Yes,0,19,0.954643594,1,34.86983369,311,109,9691,1432,high school,25.3613972,8.076908785,3.681007457,26.30891043
No,8,29,1.743421997,8,58.06487414,117,109,9691,1433,some college,30.20009378,5.967975681,3.809713708,32.49052425
No,4,38,1.329846868,6,309.838453,260,109,9691,1434,high school,34.2422548,5.08166667,0,11.08081414
No,6,25,7.320156444,5,64.28457997,120,109,9691,1435,undergrad degree,31.96274048,3.749403862,11.85504802,11.91439078
No,8,47,1.232538286,12,65.83748088,572,109,9691,1436,high school,27.92646775,4.924077857,0,21.13202862
No,8,33,2.616707739,8,64.69085593,495,109,9691,1437,undergrad degree,41.56811448,6.888567152,7.508634356,13.52931869
Yes,6,34,2.248401024,7,138.7372914,372,109,9691,1438,postgrad degree,72.31473761,0.172445684,0,26.41966979
Yes,4,23,0.479567569,3,75.3599616,486,109,9691,1439,some college,53.01390252,2.047161639,0.355992156,28.43284052
Yes,5,32,1.203252063,6,51.14122143,242,109,9691,1440,some college,28.52316688,4.061003544,3.427370384,21.09379813
Yes,6,23,4.692602406,4,48.22789179,239,109,9691,1441,some college,33.94048106,1.704294556,7.970809454,24.42817971
No,15,39,2.861350556,16,128.3612655,305,109,9691,1442,some college,74.69846346,3.761102347,5.012633362,22.53763903
No,9,43,10.96692243,12,54.07483935,400,109,9691,1443,some college,46.9807036,4.717807573,12.10970333,17.94435199
No,13,28,1.36656442,11,133.1505709,1262,109,9691,1444,some college,25.41208651,9.089170823,4.410880361,9.651375681
No,11,33,4.064274818,11,51.56854475,188,109,9691,1445,some college,72.51021972,4.044959275,2.271739694,23.5234517
No,7,29,5.098473755,7,59.40139724,113,109,9691,1446,undergrad degree,64.86713814,14.93528059,2.074637211,10.92288004
No,8,26,0.878412913,7,90.27829637,858,109,9691,1447,high school,27.2081227,5.079026776,1.068384162,35.89767612
Yes,9,27,0.915810522,7,63.77673378,627,109,9691,1448,some college,48.27674236,1.712008767,3.789053267,25.07465863
Yes,9,26,1.4823813,7,49.60881463,707,109,9691,1449,high school,32.36781421,5.667962679,2.271739694,12.7196401
No,13,46,2.268442938,16,61.22718322,348,110,4428,1450,undergrad degree,41.59833483,2.587563177,2.074637211,24.5544119
No,0,25,1.077238668,0,57.22169145,102,110,4428,1451,postgrad degree,28.16120721,2.039010348,0.379152036,6.010280431
Yes,11,26,1.538099969,9,64.87019817,555,110,4428,1452,some college,22.79738496,6.795750223,0,16.93988637
Yes,1,76,4.779114307,14,31.79043947,536,110,4428,1453,some college,26.48868445,2.941004172,0.3497103,9.623308959
No,4,27,2.771439965,4,26.86957855,194,110,4428,1454,high school incomplete,64.74719084,2.895788611,1.994234029,8.043952145
No,11,43,0.277322691,14,76.96079761,159,110,4428,1455,postgrad degree,47.52972329,4.543644619,5.094715231,13.61638352
Yes,4,40,1.087840369,7,36.23884218,540,110,4428,1456,some college,91.32782783,11.90199643,4.522030368,9.707466938
No,6,33,1.808264132,7,52.23447036,237,110,4428,1457,some college,44.01319176,6.254665964,0,16.41140311
No,10,40,1.314491809,12,86.4504626,667,110,4428,1458,undergrad degree,59.83794576,7.133162434,5.421630916,37.9144929
Yes,3,33,1.007716052,4,38.17853985,555,110,4428,1459,high school,48.04711811,1.928880341,5.722859232,16.50193353
No,8,27,0.078831816,7,72.01780243,450,110,4428,1460,high school,58.59265374,6.98237828,0,22.15739705
No,17,33,1.016114529,16,98.33224634,493,110,4428,1461,some college,36.22666967,2.757174306,3.778263273,14.45114152
No,8,43,2.840275337,11,69.54249526,266,110,4428,1462,some college,17.57104649,5.30379936,6.30713796,10.59312159
No,10,29,1.702827307,9,57.63344913,418,110,4428,1463,some college,49.30863944,8.971732482,1.032725252,7.4665211
No,3,23,1.890170946,2,159.3127187,264,110,4428,1464,some college,22.07428956,10.27088884,0.478555001,21.26576353
No,6,46,1.805774426,10,111.7640192,116,110,4428,1465,some college,25.23993587,1.980024198,0,18.51756585
Yes,1,70,3.964403675,12,43.67120658,357,110,4428,1466,high school,19.81982169,4.912650512,4.250223061,12.69112448
Yes,4,51,1.898874046,10,30.77671119,413,110,4428,1467,some college,69.49432856,3.238460969,0,16.67695039
Yes,2,23,1.920058758,1,21.26548287,113,110,4428,1468,some college,27.68928205,5.645694308,0.17397534,6.115283939
No,4,32,6.436585609,5,38.62957582,226,110,4428,1469,high school,24.48050029,1.555685324,6.822950972,25.16876167
No,7,43,0.697259048,10,78.89627004,725,110,4428,1470,some college,27.5419442,3.608573404,0.050177662,27.38526168
No,6,26,2.249714439,5,58.59871292,235,110,4428,1471,some college,67.19968398,12.9775642,6.009536886,21.77445134
No,6,39,1.156755203,8,60.33346583,440,110,4428,1472,some college,20.85048811,5.785714524,0,18.58029539
No,11,45,2.297662663,14,88.02102779,658,110,4428,1473,undergrad degree,52.28788562,5.071174509,0,19.76721956
Yes,7,28,2.438611241,6,62.81727464,824,110,4428,1474,some college,41.18248187,5.331486088,4.738169987,17.24652026
Yes,1,21,15.03017502,0,17.34520241,144,110,4428,1475,some college,61.34771364,8.339933747,13.20251882,20.33364568
No,10,31,2.35996864,10,50.86521551,318,110,4428,1476,some college,61.47683384,5.605521171,0.554907609,25.82162665
Yes,2,24,1.733947829,1,25.83333573,474,110,4428,1477,some college,30.19284209,3.748293658,0,24.66093271
